"set_num","name","year","theme_id","num_parts","inventory_id","version","total_quantity"
"1431-1",Tahnok Va (Kabaya Promotional),2002,329,27,2948,1,2
"1431-1",Tahnok Va (Kabaya Promotional),2002,329,27,14198,1,2
"1432-1",Nuhvok Va (Kabaya Promotional),2002,329,26,2948,1,1
"1433-1",Gahlok Va (Kabaya Promotional),2002,329,26,2948,1,1
"1434-1",Lehvak Va (Kabaya Promotional),2002,329,25,2948,1,1
"1475-1",Airport Security Squad,1991,68,128,10227,1,1
"1496-1",Rally Car,1987,82,52,16131,1,1
"1497-1",Rally and Pitcrew Team,1987,82,124,16131,1,1
"1498-1",Spy-Bot,1987,130,63,10837,1,1
"1499-1",Twin Starfire,1987,130,89,10837,1,1
"1517-1",Race Car,1989,82,32,1716,1,1
"1518-1",Race Car Repair,1989,82,79,1716,1,1
"1528-1",Dragster,1986,82,29,3755,1,1
"1547-1",Black Knights Boat,1993,188,58,6093,1,1
"1557-1",Scooter,1986,130,26,909,1,1
"1558-1",Mobile Command Trailer,1986,130,68,909,1,1
"1572-1",Super Tow Truck,1986,85,79,3755,1,1
"1596-1",Ghostly Hideout,1993,203,37,6093,1,1
"1620-1",Astro Dart,1990,132,30,15033,1,1
"1621-1",Lunar MPV Vehicle,1990,132,96,15033,1,1
"1624-1",King's Archer,1993,188,22,6093,1,1
"1702-1",Fire Fighter 4 x 4,1994,74,59,11175,1,1
"1704-1",Ice Planet Satellite Plough,1994,133,47,11175,1,1
"1740-1",Kayak,1994,83,16,10406,1,1
"1741-1",Car,1994,83,36,10406,1,1
"1742-1",Van,1994,83,81,10406,1,1
"1790-1",Shark Fisherman,1994,83,20,16210,1,1
"1791-1",Windsurfer & Van,1994,83,70,16210,1,1
"1792-1",Pleasure Cruiser,1994,83,65,16210,1,1
"1794-1",Dragon Master Chariot,1994,186,36,5097,1,1
"1795-1",Imperial Cannon,1994,147,37,5097,1,1
"1843-2",Spyrius Fold-Wing Spacecraft,1996,142,60,9657,1,1
"1843-3",Royal Knight's Catapult,1996,201,46,9657,1,1
"1858-1",Droid Scout,1996,131,23,7971,1,1
"1871-1",Pirates Cannon,1994,148,17,12465,1,1
"1872-1",Imperial Guard Camp,1994,147,28,12465,1,1
"1873-1",Pirate Treasure,1994,148,49,12465,1,1
"1875-1",Meteor Monitor,1990,128,32,10993,1,1
"1876-1",Soil Scooper,1990,85,73,10993,1,1
"1877-1",Crusader's Cart,1990,194,60,10993,1,1
"1887-1",Scout Patrol Ship,1992,129,30,8440,1,1
"1888-1",Black Knights Guardshack,1992,188,49,8440,1,1
"1889-1",Pirate's Treasure Hold,1992,148,37,8440,1,1
"1890-1",Octan Racer,1992,82,47,8440,1,1
"1958-1",Windsurfer,1993,83,21,1645,1,1
"1959-1",Ultra-Light,1993,68,30,1645,1,1
"1969-1",Mini Robot,1993,140,38,1645,1,1
"1970-1",Pirate's Gun Cart,1993,148,31,1645,1,1
"1971-1",Black Knight's Battering Ram,1993,188,36,1645,1,1
"1974-2",Flyercracker USA,1989,68,74,4394,1,1
"1974-3",Smuggler's Hayride,1989,194,50,4394,1,1
"1974-4",Star Quest,1989,132,37,4394,1,1
"1990-1",F1 Race Car,1993,82,35,14174,1,1
"1991-1",Racing Pickup,1993,82,81,14174,1,1
"1992-1",Dragsters,1993,82,103,14174,1,1
"20201-1","MBA Level One - Kit 2, Microbuild Designer",2011,432,221,2989,1,3
"20201-1","MBA Level One - Kit 2, Microbuild Designer",2011,432,221,15238,1,3
"20201-1","MBA Level One - Kit 2, Microbuild Designer",2011,432,221,16319,1,3
"20202-1","MBA Level One - Kit 3, Robot Designer",2011,432,158,2989,1,3
"20202-1","MBA Level One - Kit 3, Robot Designer",2011,432,158,15238,1,3
"20202-1","MBA Level One - Kit 3, Robot Designer",2011,432,158,16319,1,3
"20203-1","MBA Level Two - Kit 4, Flight Designer",2011,432,145,1130,1,3
"20203-1","MBA Level Two - Kit 4, Flight Designer",2011,432,145,9730,1,3
"20203-1","MBA Level Two - Kit 4, Flight Designer",2011,432,145,15238,1,3
"20204-1","MBA Level Two - Kit 5, Creature Designer",2012,432,232,1130,1,3
"20204-1","MBA Level Two - Kit 5, Creature Designer",2012,432,232,9730,1,3
"20204-1","MBA Level Two - Kit 5, Creature Designer",2012,432,232,15238,1,3
"20205-1",MBA Level Two - Kit 6 Auto Designer,2012,432,188,1130,1,3
"20205-1",MBA Level Two - Kit 6 Auto Designer,2012,432,188,9730,1,3
"20205-1",MBA Level Two - Kit 6 Auto Designer,2012,432,188,15238,1,3
"20206-1","MBA Level Three - Kit 7, The Lost Village",2012,432,229,6416,1,1
"20207-1","MBA Level Three - Kit 8, The Forbidden Bridge",2012,432,220,6416,1,1
"20208-1","MBA Level Three - Kit 9, The Dark Lair",2012,432,183,6416,1,1
"2063-1",Stormer 2.0,2011,401,31,6319,1,1
"2065-1",Furno 2.0,2011,401,30,3044,1,2
"2065-1",Furno 2.0,2011,401,30,6319,1,2
"2067-1",Evo 2.0,2011,401,31,3044,1,2
"2067-1",Evo 2.0,2011,401,31,6319,1,2
"2068-1",Nex 2.0,2011,401,31,6319,1,1
"2141-1",Surge 2.0,2011,401,30,6319,1,1
"2142-1",Breez 2.0,2011,401,29,6319,1,1
"2143-1",Rocka 3.0,2011,401,30,4739,1,1
"2145-1",Stormer 3.0,2011,401,31,4739,1,1
"2155-1",Aircraft,2000,467,18,7430,1,1
"2156-1",Car,2000,467,17,7430,1,1
"2157-1",Boat,2000,467,16,7430,1,1
"2158-1",Helicopter,2000,467,10,7430,1,1
"2192-1",Drilldozer,2011,403,61,15224,1,1
"2193-1",Jetbug,2011,403,63,15224,1,1
"2194-1",Nitroblast,2011,403,57,15224,1,1
"2235-1",Fire Lord,2011,403,125,15224,1,1
"2258-1",Ninja Ambush,2011,435,71,14096,1,1
"2259-1",Skull Motorbike,2011,435,156,9709,1,2
"2259-1",Skull Motorbike,2011,435,156,14096,1,2
"2260-1",Ice Dragon Attack,2011,435,158,9709,1,1
"2506-1",Skull Truck,2011,435,517,9709,1,1
"2519-1",Skeleton Bowling,2011,435,373,14096,1,1
"2535-1",Formula 1 Racing Car,1998,82,30,14711,1,1
"2536-1",Divers Jet Ski,1998,86,24,14711,1,1
"2537-1",Extreme Team Raft,1998,87,20,14711,1,1
"2538-1",Fright Knights Fire Cart,1998,195,20,14711,1,1
"2539-1",Fright Knights Flying Machine,1998,195,21,14711,1,1
"2540-1",Fright Knights Catapult Cart,1998,195,26,14711,1,1
"2541-1",Adventurers Car,1998,297,24,14711,1,1
"2542-1",Adventurers Aeroplane,1998,297,21,14711,1,1
"2543-1",Spacecraft,1998,144,18,14711,1,1
"2544-1",SHELL Promotional Set: TECHNIC Microbike,1998,13,27,14711,1,1
"2824-10",Advent Calendar 2010 City (Day 9) Toy Airplane,2010,220,11,12851,1,1
"2824-11",Advent Calendar 2010 City (Day 10) Man with Suitcase,2010,220,5,12851,1,1
"2824-12",Advent Calendar 2010 City (Day 11) Fireplace,2010,220,13,12851,1,1
"2824-13",Advent Calendar 2010 City (Day 12) Sled with Wood and Axe,2010,220,14,12851,1,1
"2824-14",Advent Calendar 2010 City (Day 13) Toy Fire Truck,2010,220,15,12851,1,1
"2824-15",Advent Calendar 2010 City (Day 14) Woman with Bread,2010,220,5,12851,1,1
"2824-16",Advent Calendar 2010 City (Day 15) Table with Chairs and Lamp,2010,220,13,12851,1,1
"2824-17",Advent Calendar 2010 City (Day 16) Couch / Sofa,2010,220,9,12851,1,1
"2824-18",Advent Calendar 2010 City (Day 17) Shower Stall,2010,220,9,12851,1,1
"2824-19",Advent Calendar 2010 City (Day 18) Santa Claus (almost Naked) with Brush,2010,220,6,12851,1,1
"2824-2",Advent Calendar 2010 City (Day 1) Snowman with Broom,2010,220,11,12851,1,1
"2824-20",Advent Calendar 2010 City (Day 19) Toy Train Car Red,2010,220,15,12851,1,1
"2824-21",Advent Calendar 2010 City (Day 20) Toy Bulldozer,2010,220,17,12851,1,1
"2824-22",Advent Calendar 2010 City (Day 21) Toy Train Car Yellow,2010,220,15,12851,1,1
"2824-23",Advent Calendar 2010 City (Day 22) Toy Helicopter,2010,220,7,12851,1,1
"2824-24",Advent Calendar 2010 City (Day 23) Christmas Tree,2010,220,23,12851,1,1
"2824-25",Advent Calendar 2010 City (Day 24) Santa Claus with Toy Train Engine,2010,220,21,12851,1,1
"2824-3",Advent Calendar 2010 City (Day 2) Boy with Sword,2010,220,5,12851,1,1
"2824-4",Advent Calendar 2010 City (Day 3) Skateboard with Ramp and Railing,2010,220,10,12851,1,1
"2824-5",Advent Calendar 2010 City (Day 4) Toy Crane,2010,220,15,12851,1,1
"2824-6",Advent Calendar 2010 City (Day 5) Drum Set,2010,220,10,12851,1,1
"2824-7",Advent Calendar 2010 City (Day 6) Girl with Cat,2010,220,5,12851,1,1
"2824-8",Advent Calendar 2010 City (Day 7) Piano / Organ,2010,220,10,12851,1,1
"2824-9",Advent Calendar 2010 City (Day 8) Dog with Bowl and Sausage,2010,220,7,12851,1,1
"2854-1",Bungee Chopper,1998,3,70,5217,1,1
"2878-1",Santa Claus,1997,227,16,12000,1,3
"2878-1",Santa Claus,1997,227,16,14418,1,3
"2878-1",Santa Claus,1997,227,16,15449,1,3
"2882-1",Speedboat,1997,77,22,10515,1,2
"2882-1",Speedboat,1997,77,22,14919,1,2
"2884-1",Microlight,1997,68,20,10515,1,2
"2884-1",Microlight,1997,68,20,14919,1,2
"2886-1",Formula 1 Racing Car,1997,82,25,10515,1,2
"2886-1",Formula 1 Racing Car,1997,82,25,14919,1,2
"2995-1",Adventurers Car & Skeleton,1998,297,69,2814,1,1
"2996-1",Adventurers Tomb,1998,297,81,2814,1,1
"3000-1",Trike Buggy,1999,13,30,15010,1,1
"3001-1",Kabaya Promotional Set: Propeller Buggy,1999,11,29,15010,1,1
"3003-1",Motorbike,1999,13,28,15010,1,1
"3005-1",Kabaya Promotional Set: Car,1999,12,26,15010,1,1
"3061-1",City Park Café,2012,494,244,7348,1,1
"3066-1",Cosmos Glider,1999,93,19,6453,1,1
"3067-1",Test Shuttle,1999,93,21,6453,1,1
"3068-1",Radar Buggy,1999,93,25,6453,1,1
"3069-1",Cosmic Wing,1999,93,23,6453,1,1
"3070-1",Mosquito,1999,134,21,2898,1,1
"3071-1",Light Flyer,1999,134,19,2898,1,1
"3072-1",Mega Tack,1999,134,23,2898,1,1
"3073-1",Booster,1999,134,21,2898,1,1
"3074-1",Red Ninja's Dragon Glider,1999,434,20,16138,1,1
"3075-1",Ninja Master's Boat,1999,434,21,16138,1,1
"3076-1",White Ninja's Attack Cart,1999,434,23,16138,1,1
"3077-1",Ninja Shogun's Small Fort,1999,434,21,16138,1,1
"3177-1",Small Car,2010,63,43,5904,1,2
"3177-1",Small Car,2010,63,43,7151,1,2
"3179-1",Repair Truck,2010,63,122,5904,1,1
"3183-1",Stephanie’s Cool Convertible,2012,494,148,7348,1,1
"3187-1",Butterfly Beauty Shop,2012,494,240,7745,1,1
"3219-1",TIE Fighter - Mini,2003,159,12,9540,1,1
"322-1",Basic Set,1981,469,82,16070,1,1
"3302-1",Soccer Field,1998,462,2,10273,1,3
"3302-1",Soccer Field,1998,462,2,12999,1,3
"3302-1",Soccer Field,1998,462,2,14849,1,3
"3303-1",Field Accessories,1998,462,50,10273,1,3
"3303-1",Field Accessories,1998,462,50,12999,1,3
"3303-1",Field Accessories,1998,462,50,14849,1,3
"3304-1",Dutch National Player,1998,462,4,12999,1,1
"3305-1",World Team Player,1998,462,4,10273,1,3
"3305-1",World Team Player,1998,462,4,12999,1,3
"3305-1",World Team Player,1998,462,4,14849,1,3
"3306-1",Soccer Goalies,1998,462,8,10273,1,3
"3306-1",Soccer Goalies,1998,462,8,12999,1,3
"3306-1",Soccer Goalies,1998,462,8,14849,1,3
"3316-10","Advent Calendar 2012, Friends (Day 9) - Breakfast",2012,226,8,2883,1,1
"3316-11","Advent Calendar 2012, Friends (Day 10) - Sled Trailer #1",2012,226,10,2883,1,1
"3316-12","Advent Calendar 2012, Friends (Day 11) - Present for Dog",2012,226,8,2883,1,1
"3316-13","Advent Calendar 2012, Friends (Day 12) - Dog",2012,226,1,2883,1,1
"3316-14","Advent Calendar 2012, Friends (Day 13) - Stool and Plate with Candies",2012,226,9,2883,1,1
"3316-15","Advent Calendar 2012, Friends (Day 14) - Dog Basket with Bone",2012,226,9,2883,1,1
"3316-16","Advent Calendar 2012, Friends (Day 15) - Sled Trailer #2",2012,226,8,2883,1,1
"3316-17","Advent Calendar 2012, Friends (Day 16) - Basket with Broom and Snow Balls",2012,226,6,2883,1,1
"3316-18","Advent Calendar 2012, Friends (Day 17) - Mailbox with Letter",2012,226,8,2883,1,1
"3316-19","Advent Calendar 2012, Friends (Day 18) - Lime/White Present With Letter",2012,226,8,2883,1,1
"3316-2","Advent Calendar 2012, Friends (Day 1) - Olivia, Long Sleeve Chrismas Top",2012,226,4,2883,1,1
"3316-20","Advent Calendar 2012, Friends (Day 19) - Handbag",2012,226,1,2883,1,1
"3316-21","Advent Calendar 2012, Friends (Day 20) - Flower Arrangement",2012,226,8,2883,1,1
"3316-22","Advent Calendar 2012, Friends (Day 21) - Fireplace",2012,226,21,2883,1,1
"3316-23","Advent Calendar 2012, Friends (Day 22) - Christmas Tree",2012,226,18,2883,1,1
"3316-24","Advent Calendar 2012, Friends (Day 23) - Medium Blue/White Present with Letter",2012,226,11,2883,1,1
"3316-25","Advent Calendar 2012, Friends (Day 24) - Corner Table with Beauty Accessories",2012,226,11,2883,1,1
"3316-3","Advent Calendar 2012, Friends (Day 2) - Sled",2012,226,9,2883,1,1
"3316-4","Advent Calendar 2012, Friends (Day 3) - Street Light with Garland",2012,226,12,2883,1,1
"3316-5","Advent Calendar 2012, Friends (Day 4) - Skis and Ski Poles",2012,226,4,2883,1,1
"3316-6","Advent Calendar 2012, Friends (Day 5) - Snowman",2012,226,7,2883,1,1
"3316-7","Advent Calendar 2012, Friends (Day 6) - Christina, Red Christmas Outfit",2012,226,4,2883,1,1
"3316-8","Advent Calendar 2012, Friends (Day 7) - Friends Accessories",2012,226,20,2883,1,1
"3316-9","Advent Calendar 2012, Friends (Day 8) - Table with Stool",2012,226,9,2883,1,1
"3317-1",German National Player,1998,462,4,10273,1,1
"3318-1",English Player,1998,462,4,14849,1,1
"3340-1",Star Wars #1 - Sith Minifig Pack,2000,166,30,3467,1,1
"3341-1",Star Wars #2 - Luke/Han/Boba Minifig Pack,2000,169,25,3467,1,1
"3342-1",Star Wars #3 - Troopers/Chewie Minifig Pack,2000,169,25,3467,1,1
"3343-1",Star Wars #4 - Battle Droid Minifig Pack,2000,166,33,3467,1,1
"3344-1",One Minifig Pack - Ninja #1,2000,434,10,5595,1,1
"3345-1",Three Minifig Pack - Ninja #2,2000,434,24,5595,1,1
"3346-1",Three Minifig Pack - Ninja #3,2000,434,26,5595,1,1
"3347-1",One Minifig Pack - Rock Raiders #1,2000,442,8,7933,1,1
"3348-1",Three Minifig Pack - Rock Raiders #2,2000,442,23,7933,1,1
"3349-1",Three Minifig Pack - Rock Raiders #3,2000,442,29,7933,1,1
"3350-1",City #1,2000,50,27,1936,1,1
"3351-1",Three Minifig Pack - City #2,2000,50,24,1936,1,1
"3390-1",Basketball Street Player Chupa Chups Promotional,2003,459,5,7051,1,1
"3402-1",Grandstand with Lights,2000,462,60,580,1,1
"3403-1",Fans' Grandstand with Scoreboard,2000,462,80,580,1,2
"3403-1",Fans' Grandstand with Scoreboard,2000,462,80,14277,1,2
"3404-1",Black Bus,2000,462,130,3422,1,1
"3406-1",Americas Bus,2000,462,130,580,1,1
"3408-1",Super Sports Coverage,2000,462,224,580,1,1
"3409-1",Championship Challenge,2000,462,293,580,1,2
"3409-1",Championship Challenge,2000,462,293,7142,1,2
"3418-1",Point Shooting,2001,462,24,14277,1,1
"3419-1",Precision Shooting,2001,462,23,14277,1,1
"3431-1",Streetball 2 vs 2,2003,459,186,7874,1,1
"3433-1",NBA Ultimate Arena,2003,459,490,14222,1,1
"344-1",Bungalow,1969,413,77,11966,1,1
"3451-1",Sopwith Camel,2001,276,575,14812,1,2
"3451-1",Sopwith Camel,2001,276,575,16127,1,2
"346-2",House with Car,1969,413,167,11966,1,1
"347-1",Fire Station with Mini Cars,1970,417,205,11966,1,1
"3535-1",Skateboard Street Park,2003,460,68,7187,1,1
"3536-1",Snowboard Big Air Comp,2003,460,81,7187,1,1
"3538-1",Snowboard Boarder Cross Race,2003,460,196,7187,1,1
"3544-1",Hockey Game Set,2003,461,153,2382,1,1
"3731-1",Pumpkin Pack,2000,230,87,10790,1,1
"3739-1",Blacksmith Shop,2002,200,629,7474,1,1
"3740-1",Small Locomotive,2001,238,66,1315,1,10
"3740-1",Small Locomotive,2001,238,66,1317,1,10
"3740-1",Small Locomotive,2001,238,66,2270,1,10
"3740-1",Small Locomotive,2001,238,66,3260,1,10
"3740-1",Small Locomotive,2001,238,66,4806,1,10
"3740-1",Small Locomotive,2001,238,66,5195,1,10
"3740-1",Small Locomotive,2001,238,66,8837,1,10
"3740-1",Small Locomotive,2001,238,66,9728,1,10
"3740-1",Small Locomotive,2001,238,66,12273,1,10
"3740-1",Small Locomotive,2001,238,66,14942,1,10
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,515,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,2054,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,3694,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,7487,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,7516,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,8558,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,11325,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,11384,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,13153,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,13917,1,11
"3741-1",Large Locomotive (base unit without color trim elements),2001,238,91,16226,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,1317,1,11
"3742-1",Tender Basis (without color trim elements),2001,238,41,2054,1,11
