parent_id;theme_name;theme_id;set_name;year;num_parts
1;Technic;19;Power Pack;1991;57
1;Technic;21;Universal Building Set with Flex System;1992;313
1;Technic;21;TECHNIC Starter Set;1993;118
1;Technic;21;Universal Pneumatic Set;1993;230
1;Technic;21;Universal Building Set;1993;456
1;Technic;19;The LEGO TECHNIC Team / Team;1993;9
1;Technic;21;Universal Set with Storage Case;1994;410
1;Technic;21;Universal Set;1994;212
1;Technic;21;Control Center / Control II;1995;1066
1;Technic;21;Convertables;1996;275
1;Technic;3;Cyber Challenge;1998;121
1;Technic;3;Competition Racers with Stopwatch;1998;2
1;Technic;19;Power Pack Motor Set;1998;60
1;Technic;3;Bungee Chopper;1998;70
1;Technic;3;Technic Figure Cyber Person Promotional Polybag - [Toy Fair Nuernberg Promotion 1998];1998;1
1;Technic;3;Blast Off Chopper with Bungee Cord Power!;1998;70
1;Technic;3;MC vs. Stinger;1998;118
1;Technic;3;Spyder Slayer;1998;367
1;Technic;3;Cyber Strikers;1998;367
1;Technic;3;Robot's Revenge;1998;222
1;Technic;3;Spider Slayer;1998;367
1;Technic;3;CyberMaster;1998;896
1;Technic;3;CyberMaster;1998;897
1;Technic;3;Scorpion Attack;1999;78
1;Technic;20;Scuba / Sub;1999;39
1;Technic;20;Amazon / Jungle Slizer;1999;36
1;Technic;20;Supplementary Disks;1999;5
1;Technic;20;Jet / Judge Slizer;1999;44
1;Technic;5;Kabaya Technic Vehicle 4-Pack;1999;4
1;Technic;20;Turbo / City Slizer;1999;45
1;Technic;20;Electro / Energy Slizer;1999;37
1;Technic;20;Robotops (8500 + 8501 + 8502 + 8503);1999;96
1;Technic;20;Ultrarex (8504 + 8505 + 8506 + 8507);1999;88
1;Technic;20;Ski / Ice Slizer;1999;34
1;Technic;20;Granite / Rock Slizer;1999;34
1;Technic;20;Torch / Fire Slizer;1999;33
1;Technic;3;Competition Ultra Challenge [aka Cyber Stinger];1999;327
1;Technic;16;Exclusive RoboRiders Six Set Limited Edition Value Pack;2000;6
1;Technic;16;Onyx + Power (8512 + 8514);2000;47
1;Technic;20;Dynamo (8521 + 8522 + 8523);2000;142
1;Technic;19;Chassis Pack;2000;137
1;Technic;19;Motor Pack;2000;55
1;Technic;19;Styling Pack;2000;220
1;Technic;19;Wheel Pack;2000;28
1;Technic;19;Pneumatic Pack;2000;152
1;Technic;3;Mission Experience Pack;2000;642
1;Technic;19;Speed Computer;2000;19
1;Technic;3;Turbo Racer;2000;392
1;Technic;3;Duel Bikes;2000;208
1;Technic;19;LEGO TECHNIC Team;2000;6
1;Technic;17;Slammer Dragsters / Dueling Dragsters;2000;201
1;Technic;17;Slammer Racer / Formula Force;2000;112
1;Technic;20;Single Disk Pack;2000;1
1;Technic;20;Blaster / Blaster Slizer;2000;89
1;Technic;20;Spark;2000;35
1;Technic;17;Bike Burner;2000;59
1;Technic;20;Flare;2000;44
1;Technic;20;Millennium/Millennia;2000;134
1;Technic;16;The Boss;2000;124
1;Technic;16;RoboRider Wheels;2000;4
1;Technic;16;Power;2000;32
1;Technic;16;Dust;2000;45
1;Technic;16;Onyx;2000;38
1;Technic;16;Kabaya Promotional Set: Yellow/Green (Swamp Craft) RoboRider;2000;25
1;Technic;16;Kabaya Promotional Set: White (Ice Explorer) RoboRider;2000;33
1;Technic;16;Power Bike;2000;32
1;Technic;16;Kabaya Promotional Set: Red (Volcano Climber) RoboRider;2000;35
1;Technic;16;Frost;2000;44
1;Technic;16;Kabaya RoboRider 4-Pack;2000;4
1;Technic;16;Lava;2000;35
1;Technic;16;Swamp;2000;45
1;Technic;16;Volcano Climber;2000;35
1;Technic;16;Dirt Bike;2000;32
1;Technic;16;Ice Explorer;2000;34
1;Technic;16;Swamp Craft;2000;25
1;Technic;16;Swamp + Lava (8509 + 8510);2000;63
1;Technic;16;Dust + Lava + Swamp [8509 + 8510 + 8513];2000;96
1;Technic;16;Swamp + Frost + Onyx + Dust [8509 + 8511 + 8512 + 8513];2000;146
1;Technic;16;Swamp + Frost + Onyx + Dust + Power [8509 + 8511 + 8512 + 8513 + 8514];2000;153
1;Technic;16;Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514];2000;211
1;Technic;16;Frost + Dust (8511 + 8513);2000;73
1;Technic;16;Frost + Onyx + Power [8511 + 8512 + 8514];2000;90
1;Technic;17;Battle Cars;2001;110
1;Technic;16;Exclusive Roboriders Pack;2001;2
1;Technic;16;Exclusive Roboriders Pack;2001;2
1;Technic;19;Wind-up Motor;2001;41
1;Technic;17;Slammer Stunt Bike;2001;152
1;Technic;17;Slammer Turbo;2001;251
1;Technic;16;Exclusive Roboriders Pack;2001;2
1;Technic;18;Darth Vader / Stormtrooper Kit;2002;2
1;Technic;18;R2-D2 8009 / C-3PO 8007 Droid Collectors Set;2002;3
1;Technic;19;Motor Box;2006;93
1;Technic;5;Unimog U400;2011;2046
1;Technic;5;Lift Truck;2011;592
1;Technic;5;Extreme Cruiser;2011;589
1;Technic;5;Flatbed Truck;2011;1114
1;Technic;5;Mini Crane;2012;218
1;Technic;5;Jet Plane;2012;508
1;Technic;5;Tractor;2012;353
1;Technic;5;Pick-Up Tow Truck;2012;953
1;Technic;5;Helicopter;2012;1055
1;Technic;5;Quad Bike;2012;198
22;Creator;37;All That Drives Bucket;2001;166
22;Creator;37;Fantastic Flyers & Cool Cars Bucket;2001;266
22;Creator;37;The Race of the Year;2001;326
22;Creator;37;Building Stories w/NaNa Bird;2001;382
22;Creator;37;Buildings, Mansions and Shops;2001;364
22;Creator;37;Regular & Transparent Bricks Bucket;2001;234
22;Creator;37;Fun and Cool Transportation;2001;608
22;Creator;37;All Kinds of Animals / Lap Table;2001;174
22;Creator;37;Spot & Friends;2001;53
22;Creator;37;Tina's House;2001;44
22;Creator;37;Max's Pitstop;2001;59
22;Creator;37;Max Goes Flying;2001;173
22;Creator;37;Blue Creator Bucket;2001;256
22;Creator;23;Creator 4-Pack;2001;4
22;Creator;37;Adventures with Max & Tina;2001;219
22;Creator;37;Animal Adventures Bucket;2001;211
22;Creator;37;Fun with Bricks {small red bucket};2002;200
22;Creator;37;Brick Adventures Small Bucket;2002;124
22;Creator;37;Large Creator Box;2002;500
22;Creator;37;Creator Bucket;2002;500
22;Creator;37;Small Blue Bucket;2002;200
22;Creator;37;Make-believe Bucket;2002;200
22;Creator;37;Small Blue Bucket;2002;200
22;Creator;37;Build and Create;2002;600
22;Creator;37;Small Creator Bucket;2002;200
22;Creator;37;Imagine and Build;2002;500
22;Creator;37;Large red bucket;2002;500
22;Creator;37;Build Your Dreams;2002;1000
22;Creator;37;CREATOR Strata Red {Red Tub};2003;1002
22;Creator;37;Build with Bricks Bucket {Red Bucket};2003;500
22;Creator;37;Blue Tub;2003;1000
22;Creator;37;Create Your Dreams {Canister, blue top};2003;100
22;Creator;37;Create and Imagine;2003;1000
22;Creator;37;Creations and Bricks {Red Tub};2003;705
22;Creator;37;Build and Imagine {canister, red top};2003;100
22;Creator;37;Make and Create Basic Set (Toyfair Nuernberg Promotion);2003;0
22;Creator;37;Fun and Adventure;2003;55
22;Creator;48;X-Large Gray Baseplate (Lt Bluish Gray);2003;1
22;Creator;37;Creator Exclusive;2003;500
22;Creator;37;Large Creator Bucket;2003;1305
22;Creator;37;World of Bricks {Blue Bucket};2003;500
22;Creator;37;Better Building More Fun;2004;2000
22;Creator;37;Creator Set;2004;805
22;Creator;37;Pretend and Create;2004;1000
22;Creator;37;Bricks and Creations Tub;2004;2
22;Creator;23;Helicopter;2004;9
22;Creator;37;LEGO Creator Bucket;2004;500
22;Creator;37;Bricks and Creations Tub (Bottom Tub and its contents only);2004;1000
22;Creator;37;Einfallsreiches Bauen [Imaginative Building];2004;200
22;Creator;37;Blue Strata XXL;2004;1200
22;Creator;37;Fun with Building Tub;2004;1000
22;Creator;37;Build and Create;2004;500
22;Creator;37;Blue Bucket;2004;200
22;Creator;37;Creator Box;2004;200
22;Creator;37;Special Edition;2004;200
22;Creator;37;Bricks and Creations Tub - (TRU Exclusive) (Bottom Tub and its contents only);2005;1000
22;Creator;37;50th Anniversary Bucket;2005;500
22;Creator;37;Hans Christian Andersen Bucket;2005;499
22;Creator;37;Creator Tub;2005;700
22;Creator;37;Large Make and Create Bucket with Special LEGO Bonus Bricks (Bucket and its contents only);2005;500
22;Creator;48;Large Make and Create Bucket with Special LEGO Bonus Bricks (Bonus box and its contents only);2005;201
22;Creator;37;Red Bucket;2005;483
22;Creator;48;Box of Bricks;2005;1000
22;Creator;48;LEGO Creator Handy Box;2005;800
22;Creator;48;Box of Bricks;2005;500
22;Creator;37;Large Make and Create Bucket with Special LEGO Bonus Bricks;2005;2
22;Creator;37;Trial Size Bag - Chromika;2005;16
22;Creator;37;50th Anniversary Tub;2005;1000
22;Creator;48;Free 500 LEGO Bricks (Bonus box and its contents only);2005;500
22;Creator;37;Bricks and Creations Tub - (TRU Exclusive);2005;2
22;Creator;48;Creator 200 Piece Box of Bricks - Individual Retail Version;2005;200
22;Creator;48;Box of Bricks;2005;200
22;Creator;37;Blue Tub;2005;1500
22;Creator;37;Creator Bucket bundled with 4782 (TRU Exclusive);2005;2
22;Creator;37;Build Your Own House Tub;2005;1201
22;Creator;37;XXL 2000 Canister;2005;2000
22;Creator;48;Box of Bricks;2005;300
22;Creator;37;LEGO® Classic House Building;2006;233
22;Creator;37;Ultimate LEGO House Building Set;2006;674
22;Creator;37;Ready, Steady Build, and Race;2006;692
22;Creator;37;XXL 2000;2006;2000
22;Creator;37;LEGO Creative Building Set;2006;705
22;Creator;37;Fun with Building Tub - Reissue;2006;798
22;Creator;37;Deluxe Brick Box;2006;693
22;Creator;23;Mini Pods Collection;2006;4
22;Creator;48;World of Bricks;2006;1004
22;Creator;37;LEGO Special Edition Creative Building Tub;2006;706
22;Creator;37;50 Jahre In Deutschland;2006;706
22;Creator;37;Foundation Set - Blue Bucket;2006;460
22;Creator;37;LEGO Deluxe Starter Set;2006;1092
22;Creator;37;LEGO Standard Starter Set;2006;483
22;Creator;37;Foundation Set - Red Bucket;2006;427
22;Creator;37;Fun with Bricks (4293364) - with Minifigs;2006;204
22;Creator;38;Highway Haulers;2006;210
22;Creator;38;Roaring Roadsters;2006;931
22;Creator;37;Emergency Rescue Box;2006;705
22;Creator;37;Girls Fantasy Bucket;2006;191
22;Creator;48;200 + 40 Special Elements;2007;242
22;Creator;37;Limited Edition [Blue Tub];2007;683
22;Creator;37;Creative Building Set;2007;2
22;Creator;23;Mr. Magoriums big book (Mr. Magorium's Wonder Emporium);2007;9
22;Creator;37;Large Brick Box;2007;406
22;Creator;37;Red Cannister;2007;700
22;Creator;38;Cool Cars;2007;206
22;Creator;37;Brick Box;2007;221
22;Creator;37;Creator Bucket;2007;485
22;Creator;37;XXL 1800;2007;1800
22;Creator;37;Fun Building with LEGO Bricks;2007;240
22;Creator;37;LEGO Rescue Building Set;2007;519
22;Creator;48;Box of Bricks;2007;604
22;Creator;37;LEGO Golden Anniversary Set;2008;700
22;Creator;37;LEGO Build & Play [Blue Tub];2008;646
22;Creator;37;Build Your Own LEGO Harbor;2008;252
22;Creator;37;Ultimate Town Building Set;2008;697
22;Creator;48;Lego Box;2008;280
22;Creator;37;Fun with Wheels;2008;648
22;Creator;37;Pink Brick Box;2008;216
22;Creator;48;LEGO Basic Bricks Deluxe;2008;650
22;Creator;37;Brick Tub 'Die Lego Show' - Limited Edition;2008;701
22;Creator;48;Basic Bricks -- Medium;2008;378
22;Creator;37;Build & Play Value Pack;2008;2
22;Creator;48;Doors and Windows;2008;100
22;Creator;48;Roof Tiles;2008;150
22;Creator;48;Wheels;2008;106
22;Creator;48;Basic Bricks -- Large;2008;500
22;Creator;37;Fun with LEGO Bricks;2009;700
22;Creator;37;Basic Red Bucket;2009;428
22;Creator;37;Ultimate LEGO Vehicle Building Set;2009;676
22;Creator;37;Basic Blue Bucket;2009;471
22;Creator;37;Creative Bucket;2009;480
22;Creator;37;Large Pink Brick Box;2009;398
22;Creator;37;Fire Fighter Building Set;2009;117
22;Creator;37;LEGO Build & Play (Red Tub);2009;644
22;Creator;37;Castle Building Set;2009;137
22;Creator;48;Basic Bricks with Fun Figures;2009;390
22;Creator;37;LEGO Build and Play Value Pack;2009;2
22;Creator;37;LEGO Creative Bucket (TRU Exclusive);2009;480
22;Creator;37;Pirates Building Set;2009;150
22;Creator;37;My Own LEGO Town;2009;515
22;Creator;37;Giant Box;2009;1600
22;Creator;38;Offroad Power;2010;1061
22;Creator;38;Ferocious Creatures;2010;416
22;Creator;38;Apple Tree House;2010;539
22;Creator;38;Sonic Boom;2010;539
22;Creator;37;Basic Set Limited Edition;2010;480
22;Creator;37;Deluxe Brick Box;2010;704
22;Creator;37;LEGO Creative Value Pack (TRU Exclusive);2010;2
22;Creator;38;Super Speedster;2010;278
22;Creator;48;Basic Bricks - Large;2010;450
22;Creator;23;Parrot;2010;48
22;Creator;23;Jet;2010;43
22;Creator;38;Rotor Rescue;2010;149
22;Creator;37;House Building Set;2010;126
22;Creator;37;LEGO Building Fun;2010;651
22;Creator;37;LEGO Basic Bricks;2010;326
22;Creator;37;LEGO Basic Bricks, Limited Edition;2010;326
22;Creator;37;Car Building Set;2010;135
22;Creator;48;Blue Building Plate 32 x 32;2010;1
22;Creator;38;Log Cabin;2011;355
22;Creator;37;My First LEGO Town;2011;709
22;Creator;37;LEGO Creative Value Pack (TRU UK Exclusive);2011;2
22;Creator;23;Rescue Robot;2011;150
22;Creator;23;Dune Hopper;2011;137
22;Creator;23;Mini Plane;2011;52
22;Creator;23;Mini Digger;2011;57
22;Creator;37;Creative Building Kit;2011;650
22;Creator;23;Panda;2011;61
22;Creator;37;Build and Play;2011;646
22;Creator;37;Farm Brick Box;2012;231
22;Creator;23;LEGO Pink Brick Box;2012;219
22;Creator;37;Build and Play Box;2012;1000
22;Creator;37;Pink Suitcase;2013;157
22;Creator;37;Blue Suitcase;2013;152
22;Creator;37;Monster Trucks;2013;197
22;Creator;37;LEGO Creative Bucket;2013;607
22;Creator;37;My First LEGO Set;2013;148
22;Creator;37;Creative Building Cube;2014;599
22;Creator;37;Creative Suitcase;2014;1016
22;Creator;38;Maersk Line Triple-E;2014;1515
22;Creator;23;Fast Car;2014;56
22;Creator;23;Flower Cart;2015;75
22;Creator;23;Tractor;2015;51
22;Creator;23;Sea Plane;2015;53
22;Creator;23;Red Go-Kart;2015;106
22;Creator;23;Blue Racer;2015;67
22;Creator;23;Vehicle Transporter;2015;264
22;Creator;23;Cargo Heli;2015;132
50;Town;67;Town Value Pack;1983;3
50;Town;67;Town Value Pack;1984;3
50;Town;67;Town 3-Pack;1984;3
50;Town;67;Legoland Town Special Offer;1985;0
50;Town;67;Special Offer;1985;3
50;Town;67;Town Value Pack;1985;3
50;Town;67;Town Value Pack;1986;2
50;Town;67;Town 2 for 1 Bonus Offer;1990;2
50;Town;67;The Lego High Speed Adventure Team (TRU Exclusive);1991;3
50;Town;90;Sand Dollar Cafe;1992;172
50;Town;90;Sunset Stables;1992;132
50;Town;90;Rolling Acres Ranch;1992;364
50;Town;90;Seaside Cabana;1992;45
50;Town;90;Poolside Paradise;1992;237
50;Town;90;Paradise Playground;1993;97
50;Town;90;Island Arcade;1993;149
50;Town;90;Sidewalk Cafe;1994;48
50;Town;90;Cabana Beach;1994;153
50;Town;90;Dolphin Point;1995;209
50;Town;88;Moon Walker;1995;34
50;Town;88;Launch Response Unit;1995;181
50;Town;88;Launch Command Value Pack - (6336 6516 6614);1995;3
50;Town;88;Launch Evac 1;1995;122
50;Town;88;Shuttle Launch Pad;1995;564
50;Town;88;Shuttle Transcon 2;1995;346
50;Town;90;Paradisa Speedboat;1995;21
50;Town;90;Country Club;1996;292
50;Town;90;Carriage Ride;1996;66
50;Town;90;Paradisa Lifeguard;1996;38
50;Town;86;Shark Attack;1997;58
50;Town;90;Fun Fair;1997;204
50;Town;89;Outback Racer;1997;48
50;Town;89;Crisis News Crew;1997;135
50;Town;86;Sea Hunter;1997;32
50;Town;86;Scuba Squad;1997;76
50;Town;86;Treasure Hunters;1997;143
50;Town;86;Shark Cage Cove;1997;196
50;Town;86;Deep Sea Bounty;1997;359
50;Town;86;Diving Expedition Explorer;1997;478
50;Town;90;Show Jumping Event;1997;41
50;Town;90;Seaside Holiday Cottage;1997;88
50;Town;89;Mountain Rescue;1997;68
50;Town;86;Diver and Shark;1997;17
50;Town;86;Deep Reef Refuge;1997;451
50;Town;86;Sting Ray Explorer;1997;150
50;Town;89;Outback Airstrip;1997;167
50;Town;86;Discovery Station;1997;329
50;Town;90;Paradisa Barbeque;1997;21
50;Town;89;Amazon Crossing;1997;120
50;Town;51;Snowmobile;1998;43
50;Town;92;Res-Q Jet-Ski;1998;18
50;Town;92;Wave Saver;1998;18
50;Town;92;Road Rescue;1998;48
50;Town;86;Divers Jet Ski;1998;24
50;Town;87;Extreme Team Raft;1998;20
50;Town;92;Emergency Evac;1998;99
50;Town;92;River Response;1998;152
50;Town;92;Res-Q Lifeguard;1998;69
50;Town;87;Extreme Team Racer;1998;83
50;Town;87;Hang Glider;1998;19
50;Town;92;Aerial Recovery;1998;197
50;Town;92;Res-Q Cruiser;1998;305
50;Town;92;Emergency Response Center;1998;425
50;Town;87;Speed Splash;1998;28
50;Town;87;Drag Race Rally;1998;291
50;Town;87;Wind Runners;1998;52
50;Town;51;Sledge;1998;24
50;Town;87;Land Jet 7;1998;114
50;Town;87;Daredevil Flight Squad;1998;287
50;Town;87;Extreme Team Challenge;1998;357
50;Town;67;Classic Town Value Pack Duopack (6581 6596);1998;2
50;Town;87;Hang-Glider;1998;19
50;Town;87;Radical Racer;1998;83
50;Town;93;Radar Buggy;1999;25
50;Town;87;Stunt Flyer;1999;20
50;Town;93;Space Port Value Pack;1999;3
50;Town;93;Space Port Jet;1999;65
50;Town;93;Lunar Rover;1999;36
50;Town;87;Road Burner;1999;25
50;Town;93;Surveillance Chopper;1999;30
50;Town;93;Fuel Truck;1999;119
50;Town;92;Res-Q Runner;1999;18
50;Town;93;Satellite with Astronaut;1999;30
50;Town;93;Astronaut Figure;1999;18
50;Town;93;Mission Control;1999;499
50;Town;93;Space Probe;1999;23
50;Town;93;Moon Buggy;1999;25
50;Town;91;Go-Cart;1999;25
50;Town;93;Space Simulation Station;1999;251
50;Town;91;Dragster;1999;24
50;Town;87;Kabaya Extreme Team 4-Pack;1999;4
50;Town;93;Countdown Corner;1999;131
50;Town;93;Com-Link Cruiser;1999;60
50;Town;87;Try Bird;1999;34
50;Town;87;Retro Buggy;1999;90
50;Town;87;Rocket Boat;1999;30
50;Town;87;Fire Formula;1999;38
50;Town;93;Space Port Spacecraft;1999;23
50;Town;93;Space Port Moon Buggy;1999;25
50;Town;93;Mini Rocket Launcher;1999;31
50;Town;93;Kabaya Space Port 4-Pack;1999;4
50;Town;87;Extreme Action Pack;1999;3
50;Town;93;Cosmic Wing;1999;23
50;Town;93;Maine Space Grant Consortium Promotional Astronaut Polybag;1999;5
50;Town;93;Cosmos Glider;1999;19
50;Town;87;Air Patrol;1999;20
50;Town;93;Test Shuttle;1999;21
50;Town;51;Ice Surfer;2000;42
50;Town;91;Blue Racer;2000;23
50;Town;91;Red Four Wheel Driver;2000;20
50;Town;91;Blue Racer;2000;23
50;Town;91;Red Four Wheel Driver;2000;20
50;Town;91;Green Buggy;2000;23
50;Town;87;Water Rider;2000;30
50;Town;91;Turbo Tiger;2000;46
50;Town;51;Mobile Outpost;2000;218
50;Town;51;Polar Scout;2000;2
50;Town;51;Arctic Expedition;2000;120
50;Town;51;Polar Base;2000;440
50;Town;51;Snow Scooter;2000;20
50;Town;51;Polar Explorer;2000;22
50;Town;51;Polar Scout;2000;55
50;Town;91;Scorpion Buggy;2000;78
50;Town;91;Rocket Dragster;2000;146
50;Town;91;Tough Truck Rally;2000;387
50;Town;91;Blue Racer;2000;23
50;Town;91;Red Four Wheel Driver;2000;20
50;Town;51;Snow Scooter;2000;20
50;Town;91;Green Buggy;2000;23
50;Town;93;Mars Mission - Master Builders (Masterbuilders);2000;90
50;Town;91;Grip 'n' Go Challenge;2000;283
50;Town;91;Speed Dragster;2000;80
50;Town;91;Yellow Tiger;2001;23
50;Town;91;Race 4-Pack;2001;4
50;Town;52;City Value Pack - 7241 7246 - shrinkwrapped Target Country in Australia;2005;0
50;Town;52;Building Bonanza Value Pack 4886 with 7280 & 7281;2006;3
50;Town;52;City Emergency Services Vehicles (Multipack);2006;0
50;Town;52;Offre Speciale (7235 7236 7238 7241);2007;0
50;Town;52;City Rescue Pack;2007;0
50;Town;52;Offre Speciale 4 Boites (7236 7238 7235 7241);2007;0
50;Town;52;City Rescue Pack;2007;0
50;Town;104;Town Plan;2008;2017
50;Town;52;City Super Pack 6 in 1 (7235 7236 7741 7890 7942 7945);2008;0
50;Town;52;City Super Pack (7990 7991 7993);2008;3
50;Town;52;City Super Pack (7242 7733 7990 7991);2008;0
50;Town;52;City Super Pack (7741 7890 7942);2008;0
50;Town;52;Co-Pack;2008;0
50;Town;52;City Super Pack (7245 7732 8401);2009;3
50;Town;52;City Super Pack 4 in 1 (7239 7245 8401 7638);2009;0
50;Town;52;City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236);2009;0
50;Town;52;City Super Pack 3 in 1 (7236 7741 7942);2009;3
50;Town;52;City Super Pack 5 in 1 (7632 7746 7990 8401 5620);2009;5
50;Town;52;City Super Pack 4 in 1 (3177 3179 8401 8402);2010;4
50;Town;52;City Super Pack 4 in 1 (3177 7241 7634 7638);2010;0
50;Town;52;Space Shuttle;2011;230
50;Town;52;Moon Buggy;2011;37
50;Town;52;Rocket Launch Center;2011;498
50;Town;52;Satellite Launcher;2011;164
50;Town;52;Small Satellite;2011;34
50;Town;52;Mining Truck;2012;269
50;Town;52;City Super Pack 4 in 1 (4431, 4432, 4433, 4435);2012;4
50;Town;52;Monster Truck Transporter;2013;306
50;Town;52;Grand Prix Truck;2013;322
50;Town;52;City Starter Set;2013;267
50;Town;52;Lawn Mower;2013;41
50;Town;52;SUV with Watercraft;2014;218
50;Town;52;Logging Truck;2014;227
50;Town;52;Auto Transporter;2014;350
50;Town;52;Airport Fire Truck;2014;325
50;Town;52;Light Repair Truck;2014;94
50;Town;52;Race Car;2014;99
50;Town;52;Monster Truck;2014;77
50;Town;52;Tow Truck;2014;226
50;Town;52;Camper Van;2014;194
50;Town;86;Deep Sea Scuba Scooter;2015;42
50;Town;93;Space Starter Set;2015;107
50;Town;93;Utility Shuttle;2015;154
50;Town;93;Training Jet Transporter;2015;448
50;Town;93;Spaceport;2015;584
50;Town;52;City Starter Set;2015;238
50;Town;93;Space Utility Vehicle;2015;39
50;Town;86;Deep Sea Starter Set;2015;90
50;Town;86;Deep Sea Submarine;2015;273
50;Town;86;Deep Sea Helicopter;2015;386
50;Town;86;Deep Sea Exploration Vessel;2015;715
50;Town;86;Deep Sea Operation Base;2015;905
50;Town;52;Kayak;2015;18
50;Town;52;Volcano Exploration Truck;2016;174
50;Town;52;Volcano Crawler;2016;323
50;Town;52;Volcano Supply Helicopter;2016;329
50;Town;52;Volcano Exploration Base;2016;823
50;Town;52;Volcano Heavy-Lift Helicopter;2016;1273
50;Town;52;Fun in the park - City People Pack;2016;160
50;Town;52;Garbage Truck;2016;247
50;Town;52;Race Boat;2016;94
50;Town;52;Police Chase;2016;36
50;Town;52;Sports Car;2016;47
50;Town;52;Volcano Jackhammer;2016;53
50;Town;52;Volcano Starter Set;2016;83
50;Town;52;Hot Rod;2017;36
50;Town;52;Dragster Transporter;2017;334
50;Town;52;Sweeper & Excavator;2017;298
50;Town;52;Stunt Truck;2017;90
50;Town;52;Fishing Boat;2017;125
50;Town;52;4x4 with Catamaran;2017;197
112;Racers;117;Radio Control Racer;1998;294
112;Racers;117;Radio Control Racer;1998;297
112;Racers;125;Scratch;2001;7
112;Racers;125;Ice Ramp Racers;2001;112
112;Racers;125;Ghost;2001;7
112;Racers;125;Snake;2001;7
112;Racers;125;Subzero;2001;4
112;Racers;125;Duster;2001;7
112;Racers;125;Pulse;2001;7
112;Racers;125;Rip;2001;7
112;Racers;125;Lightor;2001;7
112;Racers;125;Spiky;2001;7
112;Racers;125;Shredd;2001;7
112;Racers;125;Warrior;2001;8
112;Racers;125;Loopin;2001;7
112;Racers;125;Surfer;2001;7
112;Racers;125;Gear;2001;7
112;Racers;125;racer polybag;2001;1
112;Racers;121;Off Road Race Track;2002;364
112;Racers;117;RC-Nitro Flash;2002;135
112;Racers;113;Star Burst/Star Strike;2002;28
112;Racers;113;Flash Turbo;2002;28
112;Racers;113;Slammer Raptor;2002;143
112;Racers;113;Power Crusher;2002;86
112;Racers;122;Williams F1 Racer;2002;1483
112;Racers;113;Blue Power;2002;22
112;Racers;113;Lightning Streak;2002;19
112;Racers;113;Street 'n' Mud Racer;2002;348
112;Racers;113;Nitro Burner;2002;118
112;Racers;113;Racers Turbo Pack;2002;2
112;Racers;113;Storming Cobra;2002;76
112;Racers;113;Zero Tornado & Hot Rock;2002;71
112;Racers;113;Nitro Race Team;2002;510
112;Racers;113;Maverick Sprinter & Hot Arrow;2002;66
112;Racers;117;RC Race Buggy;2002;283
112;Racers;113;Red Bullet;2002;29
